O,V
72286,K16
72004,A1
72283,44
72635,D14
72560,16
71832,H6
71720,7
72187,44J
71959,3
71796,15
72314,80
71887,C73
72005,80
72564,A19
72067,D7
71871,58
72596,B11
71819,A8
71708,--
71841,--
71817,B11
72619,C29
71875,B14
72632,39
71805,C126
71701,C12
72184,B9
71840,B6
71998,69
71741,75B
72416,97
72464,C16
73061,K15
72774,3
72788,15
73605,D28
73116,D2
73586,57
73655,A3
72845,4
72915,D40
72977,H3A
73434,H9
73343,15
72937,58B
73312,K18
72720,B34
72956,A49
73289,D2
73408,H3A
73336,G5
73133,T11
72884,A49
72736,D60
73619,TBA
73703,6
73651,31C
72855,D15
73236,D32
73476,15
73604,57
73393,A9
73583,46A
73043,K16
72775,6
73378,D28
73157,E7
73615,H1B
72719,44G
73452,G13
72756,G13
73067,46B
73352,L8
73021,A1
73349,33
73751,D23
73672,15
72822,H6
72684,7
73229,44J
72973,3
72780,15
73528,E8
72981,D9
73087,85
73386,80
72892,C74
73367,C15
72910,C28
72910,C30
73022,82
73676,A2
73101,D7
72869,58
73709,C26
72806,A21
72668,--
72834,--
72803,B5
73731,B7
72872,B10
73747,39
72792,B61
72662,D3
73412,6
73226,B5
72833,B8
73015,78A
73510,C25
72705,70B
73508,92
73562,C16
74185,K4
74770,D28
74822,D32
74750,57
74812,A3
74038,D40
74101,G13
74262,T11
74002,A49
74872,6
74808,32I
74369,D32
74769,58B
74627,16
74536,A9
74167,H12
74515,D28
74287,D34
74778,G14
73833,44C
74603,H4
73870,H5
73940,H14
73798,7
73906,14
73892,33
74244,D16
73962,4
74580,H9
74478,17
74058,58B
74447,H17
73835,B31
74075,A49
74426,D24
74551,G3
74471,G19A
73847,D60
74783,TBA
73973,D41
74747,48B
73893,6
74192,46A
74486,L8
74143,A1
74483,42
74915,D1
74834,16
74363,44J
74095,3
73898,15
74687,E10
74105,D13
74214,88
74526,80
74012,C74
74502,C15
74032,C17
74144,81
74838,A6
73994,D9
74231,D7
73986,58
74879,C9
73926,A12
73782,--
73954,--
73922,B5
74897,C31
73989,C12
74912,39
73912,B51
73776,B12
74556,8
74360,C17
73953,C15
74137,79
74665,B3
73821,75B
73821,73
74663,HOLD
74722,C16
75692,K8
75695,D28
75794,D32
75660,57
75777,A3
75419,D1
75539,H1A
75841,T11
75349,A49
75871,6
75770,31E
74937,D32
75691,58B
75411,17
75250,A3
75653,H12
75210,D28
75891,D48
75708,G6B
75055,44J
75370,G11
75121,H5
75238,H6
74992,7
75187,14
75156,33
75277,4
75333,H9
75447,58B
75087,H10
75059,B28
75478,A49
75035,D2
75279,G3
75134,G20
75076,D60
75717,TBA
75299,D36
75649,48B
75159,6
75700,46B
75158,K13
75608,A1
75155,33
75965,D8
75813,16
76010,44J
75519,3
75173,15
75533,E10
75544,D9
75742,87
75229,80
75365,C133
75186,C19
75412,B9
75412,C23
75610,87
75819,A6
75336,D13
75765,D7
75316,58
75884,C25
75216,A25
74965,--
75263,--
75211,B5
75921,C22
75325,C12
75195,B61
74951,C13
75286,9
76006,B5
75262,C15
75599,69
75498,C27
75041,73
75496,101
75609,C16
76450,H11B
77073,D28
77130,D32
77052,57
77120,A3
76293,D40
76361,G8
76531,T11
76259,A49
77179,6
77116,32H
76651,D32
77072,56A
76922,16
76823,A3
76432,K15
76804,D28
76558,D33
77081,G12
76087,44F
76897,G9
76127,H3A
76196,K5
76048,2
76163,14
76147,33
76511,D1
76218,4
76871,H9
76766,17
76314,58B
76732,H17
76089,B28
76333,A49
76710,D25
76840,G6B
76758,G10
76101,D53
77086,TBA
76229,D24
77048,47B
76148,6
76457,42B
76775,H15
76405,A1
76772,38
77226,D23
77142,14
76646,44J
76354,3
76155,15
76988,E10
76365,D11
76481,90
76815,80
76268,C75
76791,C26
76288,C20
76288,C21
76406,82
77146,A6
76252,B10
76497,D7
76243,58
77186,B16
76183,A13
76033,1C
76211,--
76179,B5
77205,B14
76246,C12
77223,39
76168,B60
76027,C13
76844,5
76643,C25
76210,C8
76399,76B
76962,C27
76072,75B
76959,92
77024,C16
77680,H11B
78298,D28
78354,D32
78277,57
78344,A1
77522,D1
77590,H5
77762,T11
77488,A49
78404,6
78340,31C
77880,D32
78297,58B
78150,14
78051,A9
77661,H11A
78032,D28
77789,D51
78306,G14
77317,44F
78126,G8
77356,H5
77424,H6
77279,7
77391,14
77375,8
77742,D3
77446,4
78100,H9
77994,17
77543,58B
77961,K5
77319,B28
77562,A49
77939,D24
78068,H2
77986,G12
77331,D60
78311,TBA
77457,D45
78273,47B
77376,6
77687,46B
78003,K15
77633,A1
78000,45
78451,D15
78366,16
77875,44E
77583,1
77383,15
78213,E6
77594,D9
77711,87
78043,81
77497,C80
78019,C19
77517,B5
77634,85
78370,A6
77480,C12
77728,D7
77471,58
78411,C26
77411,A13
77264,--
77439,--
77407,B5
78430,B8
77474,B12
78448,39
77396,C136
77258,B14
78073,4
77872,B3
77438,C8
77628,76B
78187,C27
77303,75B
77303,77
78184,96
78250,C16
78829,H11B
79330,D19
79373,D32
79313,57
79367,A3
78694,D1
78754,G4
78896,T11
78665,A47
79410,6
79365,31E
78996,D32
79329,57
79205,15
79131,A9
78814,H11A
79118,D28
78918,D49
79335,G4
78525,44F
79184,H5
78553,H4
78613,H12
78499,7
78582,14
78569,38
78876,D25
78629,4
79163,H9
79087,17
78716,58B
79062,K18
78527,B28
78731,A49
79044,D16
79143,H4
79083,G18
78535,D60D
79340,TBA
78639,D30
79310,49A
78570,6
78836,48B
79095,H15
78794,A1
79092,33
79459,D23
79381,16
78989,44J
78748,3
78575,15
79125,83
78672,C75
78795,81
79385,A17
78860,D7
78654,58
79418,C26
78600,A12
78486,--
78623,--
78598,B11
79441,C17
78658,D3
79456,39
78586,B62
78479,C19
78986,B4
78622,B6
78788,78A
78518,75B
79232,96
79286,C16
79895,K3
80467,D28
80524,D32
80447,57
80516,A3
79742,D24
79808,G8
79970,T11
79711,A49
80568,6
80512,31C
80082,D32
80466,58B
80326,15
80240,A9
79878,H15
80224,D28
79996,D2
80476,G19A
79544,44F
80303,H1A
79583,G11
79648,H11B
79508,7
79612,14
79599,42
79951,D2
79671,4
80281,H9
80190,17
79764,58B
80159,H10
79546,B32
79784,A49
80134,D24
80255,G13
80183,H3B
79561,D60F
80480,TBA
79682,D12
80444,47B
79600,6
79901,45
80199,K9
79853,A1
80196,34
80621,D48
80535,16
80074,44J
79802,3
79604,15
80387,E8
79812,D9
79920,88
80232,81
79719,C75
80214,C19
79737,B10
79854,81
80539,A6
79936,D7
79696,58
80575,C15
79632,A16
79494,--
79660,--
79629,B7
80598,C22
79699,C12
80617,39
79617,B60
79488,C19
80259,6
80071,B5
79659,B8
79847,76B
80364,A14
79530,75B
80361,98
80423,C16
81063,K1
81670,D28
81725,D32
81651,57
81716,A3
80907,D24
80974,G13
81141,T11
80874,A49
81774,6
81712,31D
81257,D32
81669,58B
81526,15
81429,A9
81043,H11A
81409,D28
81166,D5
81678,G8
80704,44G
81501,G4
80743,G13
80811,H6
80667,7
80778,14
80763,5
81123,D1
80833,4
81476,H9
81372,17
80928,58B
81338,K5
80706,B33
80946,A49
81315,D21
81446,H3A
81364,G19
80718,D53
81683,TBA
80844,D42
81647,48B
80764,6
81070,46A
81381,H15
81017,A1
81378,36
81820,D23
81736,15
81252,44F
80967,3
80770,15
81588,E6
80978,D13
81093,90
81420,82
80882,C123
81396,C25
80902,B17
81018,83
81740,A6
80866,D13
81110,D7
80857,58
81781,C26
80797,A12
80652,--
80826,--
80793,B5
81799,C31
80860,C10
81817,36
80783,B65
80646,C4
81451,7
81249,C30
80825,C15
81011,77A
81563,C26
80691,75B
81560,92
81623,--
82258,K2
82805,D28
82853,D32
82786,57
82844,A3
82109,D11
82175,G13
82328,T11
82078,A49
82903,6
82840,31C
82433,D32
82804,56A
82669,14
82584,A9
82240,H15
82566,D28
82352,D34
82810,G1B
81905,44E
82646,H3A
81946,H5
82015,H10
81871,7
81980,14
81965,38
82311,D21
82036,4
82624,H9
82535,15
82128,58B
82504,K13
81907,B34
82146,A49
82485,D2
82599,G13
81919,D60D
82814,TBA
82046,D46
82782,48B
81966,6
82264,46A
82543,H15
82219,A3
82541,41
82944,D23
82865,16
82428,44I
82167,3
81972,15
82721,E6
82179,D9
82282,89
82576,73
82086,C74
82556,B14
82105,B11
82105,C21
82220,85
82869,A6
82070,D9
82297,D7
82060,58
82909,C25
82001,A4
81855,--
82030,--
81997,B5
82925,B8
82063,C15
81986,B63
81849,C13
82602,3
82425,B5
82029,C15
82212,76B
82699,B6
81894,72
81894,75B
82756,C16
83378,K7
83939,D28
83994,D32
83919,57
83983,A1
83227,D3
83295,G13
83449,T11
83195,A45
84043,6
83979,31B
83557,D32
83938,58B
83798,14
83712,A9
83360,H15
83695,D28
83471,D51
83944,G11
83026,44H
83772,G4
83065,G4
83134,H6
82995,7
83099,14
83082,38
83432,D22
83154,4
83751,H10
83664,15
83247,58B
83632,K8
83029,B35
83265,A49
83611,D2
83728,H3A
83656,G9
83040,D60L
83948,TBA
83164,D36
83915,47B
83083,6
83384,46B
83672,H15
83338,A3
83670,39
84086,D16
84006,16
83552,44F
83287,3
83090,--
83856,E8
83299,D11
83404,88
83704,80
83204,C80
83685,C9
83223,C17
83223,C23
83339,80
84010,A6
83187,D13
83418,D7
83178,58
84050,C25
83121,A8
82979,--
83148,--
83117,B13
84066,C19
83181,C12
83105,B60
82972,C13
83731,6
83548,B6
83147,C15
83333,77A
83832,B5
83016,70A
83829,95
83891,C16
84136,H15
84139,14
84159,D19
84105,D32
84183,A49
84177,15
84203,G11
84112,7
84167,G13
84163,H10
84128,H5
84249,44E
84134,17
84204,TBA
84137,--
84238,C29
84158,9
84215,D7
84178,B7
84209,72
84679,K4
85279,D28
85339,D32
85259,56A
85332,A3
84520,D25
84590,G6A
84766,T11
84481,A49
85399,6
85327,31C
84876,D32
85277,56A
85137,15
85047,A9
84662,K9
85031,D28
84786,D51
85290,G5
84314,44F
85115,H1A
84355,G3
84423,H6
84282,7
84393,14
84377,8
84745,D16
84444,4
85091,H10
84988,15
84542,58B
84959,K18
84316,B35
84560,A49
84926,D1
85062,H2
84982,G1B
84326,D55
85296,17
84456,D44
85255,42B
84378,6
84684,48B
84999,H15
84632,A1
84996,34
85456,D45
85352,16
84863,44I
84582,3
84386,15
85194,E6
84594,D9
84712,68
85040,82
84489,C81
85019,C15
84514,B5
84634,80
85356,A11
84474,D2
84731,D7
84466,58
85410,C21
84415,C29
84268,--
84436,--
84410,B6
85430,C23
84469,B8
85452,39
84397,B57
84262,D6
85066,6
84861,C17
84434,B2
84625,78A
85176,C17
84301,70B
85173,96
85228,C16
85872,K1
86415,D19
86471,D32
86396,57
86463,A3
85723,D40
85785,G10
85949,T11
85690,A47
86524,6
86458,31C
86050,D32
86412,58B
86279,15
86200,A9
85859,K9
86188,D28
85969,D43
86424,G12
85532,44D
86258,G6B
85567,H1A
85635,H6
85503,7
85601,14
85588,12
85930,D44
85653,6
86236,K13
86149,17
85744,58B
86123,K18
85534,B28
85761,A49
86097,D1
86213,G7
86143,H1B
85541,D60N
86431,TBA
85665,D4
86394,42B
85589,6
85877,47A
86160,H15
85829,A3
86157,45
86573,D51
86482,16
86038,44I
85780,3
85594,15
86334,E6
85788,D9
85900,90
86195,84
85697,C74
86176,C15
85719,C25
85831,81
86487,A27
85913,D7
85676,58
86531,C17
85628,B13
85489,--
85647,--
85626,B3
86549,C29
85679,C15
86570,36
85607,B53
85483,C17
86036,C19
85645,C17
85821,77B
86315,B2
85521,70A
86312,94
86367,C16
87008,K4
87597,D28
87654,D32
87581,57
87647,A3
86855,D40
86921,G1B
87092,T11
86817,A49
87708,6
87640,31A
87208,D32
87595,58B
87463,15
87379,A9
86994,K7
87361,D28
87115,D48
87607,G6B
86655,44J
87441,G6A
86693,H5
86761,H6
86624,7
86731,14
86718,4
87073,D16
86781,4
87418,H10
87320,17
86879,58B
87288,H11A
86657,B36
86894,A49
87258,D14
87393,G9
87314,G14
87613,TBA
86792,D2
87578,46A
86719,6
87013,46B
87331,K15
86965,A1
87328,36
87759,D24
87665,16
87194,44I
86914,3
86724,15
87519,E10
86926,D9
87040,94
87371,82
86826,C137
87351,B16
86850,C9
86850,C25
86967,81
87669,A29
87059,D7
86803,57
87716,C15
86753,C24
86610,--
86773,--
86749,B14
87735,C26
86806,B5
87755,39
86736,B60
86605,C19
87396,9
87192,C20
86771,C12
86958,77B
87503,C31
86643,70B
87500,98
87554,C16
88197,K19
88786,D28
88846,D32
88770,57
88838,A3
88039,D24
88109,G18
88281,T10
88002,A49
88903,6
88833,31B
88390,D32
88785,58B
88652,14
88564,A9
88181,K5
88547,D28
88797,G10
87838,44D
88630,G8
87878,G18
87942,H6
87810,7
87913,14
87897,12
88262,D2
87963,4
88607,H10
88505,15
88060,58B
88472,K8
87840,B32
88077,A49
88440,D3
88579,G7
88499,G1A
87851,D60D
88804,TBA
87976,D51
88766,47B
87898,6
88202,46B
88517,K15
88152,A1
88514,43
88956,D25
88858,16
88377,44I
88101,3
87905,15
88710,E10
88113,D9
88230,75
88556,80
88010,C125
88536,C23
88033,B10
88154,86
88862,A8
87996,B10
88249,D7
87986,58
88912,C9
87936,A10
87796,--
87955,--
87931,B8
88932,C17
87989,B5
88952,31
87917,B56
87791,C13
88583,7
88375,B9
87953,C12
88145,70
88692,C26
87827,72
88689,94
88742,C16
89389,H14
89984,D28
90045,D32
89966,57
90036,A3
89231,D40
89299,H5
89476,T11
89194,A49
90101,2
90031,31B
89584,D32
89983,58B
89842,15
89753,A9
89372,H15
89736,D28
89496,D45
89995,H3B
89033,44G
89820,H2
89071,H1B
89135,H6
89005,7
89106,14
89089,12
89456,D16
89156,4
89796,H10
89694,16
89253,58B
89665,K5
89035,B28
89272,A49
89630,D25
89768,G9
89044,D53
90000,TBA
89167,D12
89962,47B
89090,6
89394,45
89706,H15
89343,A1
89703,44
90150,D5
90056,16
89571,44J
89291,3
89098,15
89902,E8
89303,D9
89424,75
89745,80
89202,C123
89724,C19
89226,C29
89345,80
90060,A8
89187,B3
89443,D7
89177,58
90108,C19
89128,C29
88991,--
89148,--
89123,B6
90127,C26
89180,B8
90146,39
89110,B54
88986,C13
89772,4
89568,C20
89146,C12
89335,77B
89881,A4
89022,84
89878,92
89937,C16
90585,K3
91196,D28
91258,D32
91178,58B
91250,A3
90425,D23
90492,H2
90673,T11
90390,A45
91316,6
91245,31E
90786,D32
91194,58B
91054,16
90960,A9
90566,H11A
90943,D28
90693,D6
91208,G19A
90227,44G
91032,H1B
90263,H3A
90330,H6
90197,7
90301,14
90284,38
90652,D3
90351,6
91006,H10
90900,17
90447,57
90872,H17
90229,B35
90465,A49
90835,D21
90975,G3
90894,G4
90237,D53
91214,TBA
90362,D32
91174,47B
90285,6
90590,42A
90912,H15
90535,A1
90909,45
91371,D38
91270,16
90773,44J
90484,3
90294,--
91112,E8
90496,D9
90618,72
90952,80
90398,C74
90931,C19
90420,B6
90420,B9
90537,85
91274,A8
90383,B10
90638,D7
90373,58
91324,C9
90323,C28
90184,--
90343,--
90319,B11
91346,C11
90376,B8
91367,39
90305,B63
90179,C6
90979,6
90771,C17
90341,B5
90527,77A
91094,C26
90215,86
91091,99
91149,C16
91754,K4
91499,8
91511,14
92233,D19
91803,D3
92279,D32
92215,57
92273,A3
91557,4
91616,D11
91677,G19
92082,H10
91995,17
91637,58B
91972,K8
91651,A49
91947,D50
92058,G10
91988,G9
91817,T11
91588,A49
91457,D60N
92246,TBA
92268,32I
91565,D17
91899,D32
92117,15
92230,57
92213,47B
91742,K9
91500,6
92032,D30
91833,D44
92240,G1B
91449,44E
92097,G8
91482,H4
91758,48A
92006,K13
91717,A1
92003,35
92360,D20
92289,16
91541,H6
91420,7
91888,44I
91670,3
91505,--
92164,E6
91779,73
92039,80
91595,C94
92021,C15
91719,82
92293,A27
91791,D7
91575,58
92326,C11
91534,C23
91404,--
91551,--
91532,B3
91578,B12
92356,39
91516,B61
91398,B4
91886,A26
91549,C18
91709,69
92147,C29
91439,70A
92144,97
92189,C16
92753,H12
92494,8
92506,14
93255,D19
92807,D14
93301,D32
93239,57
93295,A3
92551,4
92615,D14
92674,G18
93112,H10
93018,17
92636,58B
92992,H15
92649,A49
92962,D24
93088,G1B
93012,G1A
92823,T11
92584,A49
92448,D60B
93265,TBA
93289,31B
92561,D41
93149,16
93252,56A
93074,A9
93236,48B
92741,K9
92495,6
93056,D28
92842,D34
93262,H2
92439,44I
93134,H4
92472,G17
92757,40
93029,K16
92713,A1
93026,42
93391,D22
93311,16
92531,H6
92907,44F
92668,3
92500,15
93188,E8
92677,D11A
92779,73
93065,81
92590,C94
93047,B7
93315,A25
92795,D7
92572,58
93354,C15
92525,B9
92393,--
92543,--
92523,B5
93370,C9
92575,B3
93387,39
92510,C133
92388,C13
93091,6
92905,B5
92541,B4
92705,77B
93176,C19
92425,73
93174,92
93218,C16
93820,H12
94430,D28
94493,D32
94412,57
94485,A3
93662,D40
93729,H5
93909,T11
93626,A49
94552,6
94480,31C
94025,D32
94428,58B
94294,15
94201,A9
93802,K13
94182,D28
93930,D38
94442,G12
93469,44F
94271,H1A
93501,G19
93567,H6
93436,7
93537,14
93522,4
93887,D14
93587,4
94246,H10
94140,17
93685,58B
94110,K18
93471,B28
93703,A49
94074,D50
94216,H2
94131,G1B
93478,D55
94448,16
93597,D39
94408,46A
93523,6
93825,42A
94151,H15
93772,A1
94148,42
94601,D4
94505,16
94011,44I
93720,3
93531,15
94348,E10
93733,D9
93854,72
94194,94
93634,C81
94170,C25
93657,B11
93774,83
94509,A8
93619,B9
93872,D7
93608,58
94561,C9
93558,A10
93423,--
93580,--
93554,B6
94580,B16
93611,C10
94597,39
93418,C13
94220,5
94009,C17
93578,C12
93762,77A
94332,C31
93458,70A
94382,--
95039,K5
95642,D28
95702,D32
95623,57
95695,A1
94880,D23
94948,H2
95126,T11
94842,A49
95764,6
95690,32I
95243,D32
95640,58B
95506,14
95417,A9
95021,K9
95397,D28
95148,D11
95653,H4
94677,44H
95484,G17
94713,G3
94781,H6
94645,7
94749,14
94734,12
95104,D40
94801,4
95460,H10
95355,17
94903,58B
95324,H12
94679,B28
94921,A49
95289,D25
95432,G19
94687,D60K
95658,TBA
94812,D14
95619,46A
94735,6
95044,42A
95366,K15
94990,A1
95363,38
95814,D24
95714,16
95229,44E
94939,3
94743,15
95560,E10
94952,D9
95072,72
95409,84
94850,C126
95386,C23
94875,B11
94875,B17
94992,80
95718,A3
94835,B10
95090,D7
94823,58
95773,C17
94773,C27
94631,--
94794,--
94768,B16
95791,C11
94826,B6
95810,39
94753,B57
94626,C7
95436,7
95227,C17
94792,C12
94981,77A
95544,C26
94665,75B
95541,100
95595,--
96254,K4
96859,D28
96920,D32
96839,57
96912,A3
96096,D16
96165,G19
96340,T11
96059,A49
96982,6
96907,32H
96458,D32
96857,58B
96724,14
96634,A3
96237,H10
96614,D28
96363,D2
96870,G19
95892,44H
96701,H5
95929,H5
95998,H6
95859,7
95966,14
96318,D1
96020,4
96677,H10
96572,17
96120,58B
96540,H15
95894,B28
96138,A49
96506,D24
96649,G17
96564,G14
95903,D60D
96875,TBA
96031,D16
96835,46A
95951,6
96259,46B
96583,L8
96207,A1
96580,1
97033,D11
96932,16
96445,44J
96156,3
95959,--
96778,E8
96169,D9
96286,75
96626,80
96067,C104
96603,C20
96091,B14
96091,C31
96209,85
96937,A8
96053,B10
96304,D7
96042,58
96991,C18
95990,C28
95846,--
96011,--
95985,B6
97010,C23
96045,B8
97029,39
95970,B61
95841,C13
96653,8
96443,C20
96009,C17
96198,77A
96762,B16
95880,70A
96759,99
96812,--
97470,K4
98085,D28
98145,D32
98065,57
98138,A3
97311,D11
97380,G10
97557,T11
97274,A49
98205,6
98134,31D
97677,D32
98083,56A
97947,15
97856,A9
97452,H6
97835,D28
97579,D5
98096,G7
97111,44D
97926,H5
97146,H4
97212,H6
97079,7
97182,14
97167,8
97536,D16
97233,4
97902,H10
97793,17
97334,58B
97761,H17
97113,B32
97352,A49
97726,D25
97872,G3
97785,G20
97121,D60M
98102,TBA
97244,D17
98061,46A
97168,4
97475,42A
97804,H15
97421,A1
97801,36
98257,D24
97663,44I
97371,3
97176,--
98002,E8
97384,D9
97502,72
97848,82
97282,C81
97825,C11
97306,B12
98160,A8
97266,B10
97521,D7
97255,58
98214,C26
97204,B15
97065,--
97225,--
97200,B6
98234,C19
97258,D5
98253,39
97185,B55
97060,C7
97876,5
97661,C20
97223,B2
97412,69
97986,C17
97099,70B
97983,92
98036,C16
98680,H10
99282,D28
99342,D32
99263,58B
99335,A3
98524,D2
98591,G18
98772,T11
98490,A49
99402,6
99331,31A
98883,D32
99280,58B
99146,14
98663,K8
99041,D28
98792,D15
99293,H1A
98333,44H
99124,G6A
98367,G3
98434,K12
98302,7
98402,14
98388,8
98749,D1
98999,17
98546,57
98969,H17
98335,B28
98564,A49
98932,D50
99074,G11
98991,G6B
98343,D60J
99299,14
98462,D1
99259,46A
98389,6
98685,46B
99009,H15
98633,A3
99006,33
99450,D15
99354,16
98583,3
98397,15
99200,E10
98595,D9
98715,74
99054,81
98497,C71
99030,C19
98519,B5
98635,82
99359,A24
98484,B10
98734,D7
98473,54
99411,C21
98426,A24
98289,--
98447,--
98422,B6
99429,C29
98476,B3
99447,39
98407,B63
98284,C13
99078,3
98868,C17
98445,C14
98624,77A
99184,C26
98321,76
98321,75B
99181,97
99235,C16
99831,K1
99576,46
99588,14
100329,D19
99883,D21
100376,D32
100312,57
100370,A3
99636,4
99695,D3
99757,G13
100089,17
99719,58B
100062,K13
99526,B34
99734,A49
100037,D2
100153,G13
100081,G3
99898,T11
99670,A49
99531,D27B
100341,TBA
100420,6
100364,32I
99645,D41
99992,D32
100214,15
100326,58B
100138,A9
100310,42A
99820,H11A
99577,6
100126,D28
99914,D47
100336,G10
99524,44H
100192,G13
99554,G6B
99836,45
100099,H15
99795,A1
100096,34
100464,D51
100386,16
99619,H11B
99497,7
99980,44F
99752,1
99582,--
100257,E10
99858,94
100133,94
99675,C98
100115,C23
99797,81
100390,A27
99870,D9
99655,58
100429,C26
99611,C23
99481,--
99630,--
99609,B3
99658,B12
100460,39
99593,C136
99475,C17
99978,C20
99628,C17
99788,69
100241,C18
99514,73
99514,75B
100238,97
100286,--
100883,K4
101442,D19
101499,D32
101426,57
101492,A3
100736,D23
100798,H2
100962,T11
100701,A49
101553,6
101065,D32
101440,58B
101317,16
101231,A9
100870,H6
101212,D28
100981,D45
101451,H2
100547,44I
101294,H1B
100578,G11
100644,H8
100514,7
100613,14
100600,8
100944,D11
100663,4
101271,H10
101176,15
100757,58B
101147,H17
100549,B28
100773,A49
101114,D40
101244,G13
101169,G11
100556,D60B
101457,TBA
100675,D4
101423,47B
100601,6
100888,45
101187,H15
100841,A1
101184,42
101597,D4
101510,16
101052,44I
100791,3
100606,15
101371,E8
100802,D9
100912,84
101222,80
100708,C128
101205,C19
100731,C26
100731,C23
100843,81
101514,A25
100930,D7
100686,58
101562,C30
100635,C23
100501,--
100655,--
100631,B5
101579,C26
100689,B8
101595,39
100617,B60
100495,C13
101248,3
101050,C24
100653,C12
100832,76B
101355,C31
100534,77
101353,96
101402,C16
102045,H11B
102659,D32
102722,D32
102639,57
102715,A3
101883,D22
101954,H1B
101847,A47
102784,6
102711,32H
102248,D32
102657,58B
102521,14
102428,A9
102027,H11B
102408,D28
102154,D50
102671,G2B
101679,44B
102498,G1B
101716,G17
101784,H6
101647,7
101754,14
101740,42
102111,E6
101805,4
102473,H10
102366,16
101907,58B
102334,H11A
101681,B28
101925,A49
102298,D3
102444,G13
102357,G10
101689,D60M
102678,TBA
101816,D45
102635,42B
101741,6
102050,48A
102377,K15
102374,34
102834,D51
102734,16
102235,44F
101944,3
101749,15
102577,E6
101958,D9
102077,75
102419,86
101854,C125
102398,C25
101878,C27
101878,C22
101998,83
102738,B4
101839,B10
102096,D7
101827,58
102792,C25
101776,B11
101634,--
101797,--
101772,B6
102812,B14
101830,B12
102830,39
101758,B56
101629,C13
102448,10
102233,C17
101795,C17
101987,79
102560,C26
101667,75B
102557,96
102609,C16
103243,H9
103797,D28
103847,D28
103781,57
103838,A3
103093,D11
103162,H5
103322,T11
103062,A49
103896,6
103835,31C
103431,D32
103796,56A
103669,14
103588,A9
103223,H11A
103567,D30
103347,D6
103805,H2
102908,44D
103647,H4
102944,G7
103008,H6
102879,7
102975,14
102962,46
103304,D24
103026,4
103624,H10
103527,17
103115,58B
103496,K18
102911,B28
103133,A49
103472,D2
103606,G19
102923,D60H
103813,TBA
103037,D19
103779,49A
102963,6
103249,46B
103537,K13
103197,A1
103535,33
103938,D1
103856,16
103423,44J
103151,3
102968,15
103718,E6
103165,D13
103276,74
103575,87
103070,C92
103552,B10
103091,C22
103091,B8
103198,98
103859,A8
103057,B10
103291,D7
103047,58
103903,C9
102996,C27
102868,--
103016,--
102992,B6
103917,C26
103050,C15
103934,39
102980,B56
102863,B4
103609,7
103419,A8
103015,C17
103191,70
103701,A8
102899,70B
103698,100
103754,C16
104379,17
104981,G19A
105037,D37
104960,E9
105027,G19
104230,H15
104292,A7
104460,D1
104192,H11A
105084,K5
105023,1
104572,C39
104980,39
104838,E5
104742,D16
104362,6
104722,G5
104485,D18
104989,1
104024,A3
104813,A29
104061,E14
104131,27
103987,H10
104098,E5
104083,D22
104440,C4
104153,C36
104788,57
104684,D34
104250,36
104655,B29
104026,47A
104268,44F
104631,8
104758,A29
104678,5
104040,5
104994,45
104163,A27
104957,44
104084,D5
104385,D51
104693,D3
104337,H2
104690,D18
105129,B34
105050,40
104565,2
104286,B25
104090,E16
104897,D20
104296,C30
104411,73
104733,9
104203,C-44
104708,73
104224,3
104338,12
105054,D14
104186,E36
104426,A5D
104177,B13
105089,B36
104118,B14
103970,A2G
104145,87A
104114,A30
105108,75
104180,58
105126,C126
104104,--
103964,A37
104761,76
104562,E3
104144,B9
104331,--
104874,D23
104010,D1
104872,75
104932,81
105578,15
106182,G19A
106235,C14
106162,D40
106226,H3A
105427,H15
105493,A7
105660,D36
105389,K9
106283,H14
106222,1
105772,C27
106181,5
106036,E5
105942,D31
105559,6
105922,G1A
105686,D23
106190,1
105217,A3
106013,A29
105255,E14
105326,27
105180,H8
105292,D33
105277,D3
105640,D25
105348,C2
105988,58B
105884,C36
105449,39
105853,B31
105218,48A
105467,44I
105831,40
105958,A29
105877,5
105231,5
106195,43
105358,A27
106159,12
105278,D44
105584,D51
105892,D11
105534,G12
105889,D16
106327,B33
106248,1
105766,2
105487,B16
105284,E10
106099,D20
105497,C25
105609,75B
105933,9
105400,C-39
105908,73
105421,3
105535,12
106252,D14
105381,E36
105626,A5D
105372,B13
106288,B32
105313,B13
105164,A2A
105340,87A
105309,A11
106307,74
105375,57
106324,C73
105298,--
105158,A37
105962,76
105763,E3
105339,B9
105529,--
106075,D23
105204,C17
106072,75
106134,86
106690,15
106441,D16
106454,D43
107159,G7
106734,D25
107204,C33
107142,D40
107198,G3
106560,K9
106617,A7
107004,57
106931,C15
106582,10
106907,B36
106402,42B
106596,44J
106891,36
106984,A29
106927,3
106752,D17
106532,H6
106410,1
107173,43
107241,H6
107197,1
106508,A27
106846,C8
107043,E5
107158,6
106972,D33
107139,42
106675,6
106442,D36
106959,G6B
106773,D16
107165,3
106400,A3
107022,A29
106426,E14
106697,D8
106938,D3
106656,G2B
106935,C4
107287,B35
107212,45
106484,27
106372,H11B
106839,2
106611,B21
106448,E20
106966,12
106539,C-39
106657,10
107216,D25
106719,C26
106523,B15
107248,B36
106471,A22
106360,A2A
106493,87A
106469,A11
107271,74
106527,58
107284,C113
106457,--
106353,A37
106836,E3
106492,C21
106650,--
106393,C17
107068,75
107116,83
