,F,R,S,V
219880,7.0,sajis,0.0,1.0
223227,7.0,sajis,2.0,1.0
245438,7.0,sajis,1.0,1.0
219881,7.0,saju,0.0,1.0
223228,7.0,saju,2.0,1.0
237883,7.0,saju,5.0,1.0
240745,7.0,saju,6.0,1.0
219882,7.0,sakaesushi,0.0,0.0
237884,7.0,sakaesushi,5.0,0.0
240747,7.0,sakaesushi,6.0,0.0
242253,7.0,sakaesushi,7.0,1.0
219883,7.0,sakagura,0.0,1.0
226256,7.0,sakagura,3.0,1.0
233822,7.0,sakagura,9.0,1.0
235566,7.0,sakagura,10.0,1.0
237885,7.0,sakagura,5.0,1.0
240748,7.0,sakagura,6.0,1.0
242254,7.0,sakagura,7.0,1.0
219885,7.0,sakebarhagi,0.0,1.0
223229,7.0,sakebarhagi,2.0,1.0
226257,7.0,sakebarhagi,3.0,1.0
219886,7.0,sakebarsatsko,0.0,1.0
223230,7.0,sakebarsatsko,2.0,1.0
219887,7.0,sakura,0.0,1.0
226259,7.0,sakura,3.0,1.0
237888,7.0,sakura,5.0,1.0
219888,7.0,sakurahana,0.0,1.0
223232,7.0,sakurahana,2.0,1.0
219892,7.0,salanthonysspqr,0.0,1.0
239351,7.0,salanthonysspqr,8.0,1.0
245440,7.0,salanthonysspqr,1.0,1.0
219893,7.0,sala,0.0,1.0
223233,7.0,sala,2.0,1.0
226263,7.0,sala,3.0,1.0
237889,7.0,sala,5.0,1.0
239352,7.0,sala,8.0,1.0
240751,7.0,sala,6.0,1.0
245441,7.0,sala,1.0,1.0
219894,7.0,salaonenine,0.0,1.0
237890,7.0,salaonenine,5.0,1.0
219895,7.0,salathai,0.0,1.0
223234,7.0,salathai,2.0,1.0
226264,7.0,salathai,3.0,1.0
245443,7.0,salathai,1.0,1.0
219896,7.0,salaambombay,0.0,1.0
223235,7.0,salaambombay,2.0,1.0
237891,7.0,salaambombay,5.0,1.0
239353,7.0,salaambombay,8.0,1.0
219897,7.0,salam,0.0,1.0
237892,7.0,salam,5.0,1.0
219900,7.0,salmonriver,0.0,1.0
223237,7.0,salmonriver,2.0,1.0
232119,7.0,salmonriver,4.0,1.0
233824,7.0,salmonriver,9.0,1.0
234764,7.0,salmonriver,11.0,1.0
235567,7.0,salmonriver,10.0,1.0
237893,7.0,salmonriver,5.0,1.0
239354,7.0,salmonriver,8.0,1.0
240752,7.0,salmonriver,6.0,1.0
245445,7.0,salmonriver,1.0,1.0
219902,7.0,salondetapas,0.0,1.0
223238,7.0,salondetapas,2.0,1.0
245446,7.0,salondetapas,1.0,1.0
219907,7.0,salsaysalsa,0.0,1.0
223240,7.0,salsaysalsa,2.0,1.0
237894,7.0,salsaysalsa,5.0,1.0
240753,7.0,salsaysalsa,6.0,1.0
245449,7.0,salsaysalsa,1.0,1.0
219908,7.0,salt,0.0,1.0
223241,7.0,salt,2.0,1.0
226272,7.0,salt,3.0,1.0
232126,7.0,salt,4.0,1.0
233825,7.0,salt,9.0,1.0
235568,7.0,salt,10.0,1.0
237895,7.0,salt,5.0,1.0
239355,7.0,salt,8.0,1.0
240754,7.0,salt,6.0,1.0
245450,7.0,salt,1.0,1.0
219910,7.0,saltpepper,0.0,1.0
245451,7.0,saltpepper,1.0,1.0
219911,7.0,saltbar,0.0,1.0
223242,7.0,saltbar,2.0,1.0
232127,7.0,saltbar,4.0,1.0
237896,7.0,saltbar,5.0,1.0
239356,7.0,saltbar,8.0,1.0
240755,7.0,saltbar,6.0,1.0
245453,7.0,saltbar,1.0,1.0
219914,7.0,salumeriabiellese,0.0,1.0
242256,7.0,salumeriabiellese,7.0,1.0
219915,7.0,salumeriarosi,0.0,1.0
223244,7.0,salumeriarosi,2.0,1.0
237897,7.0,salumeriarosi,5.0,1.0
240756,7.0,salumeriarosi,6.0,1.0
219916,7.0,salute,0.0,1.0
223245,7.0,salute,2.0,1.0
226273,7.0,salute,3.0,1.0
232129,7.0,salute,4.0,1.0
233827,7.0,salute,9.0,1.0
235569,7.0,salute,10.0,1.0
239358,7.0,salute,8.0,1.0
245455,7.0,salute,1.0,1.0
219917,7.0,samalitas,0.0,1.0
232134,7.0,samalitas,4.0,1.0
219920,7.0,sambasdeli,0.0,1.0
245457,7.0,sambasdeli,1.0,1.0
219921,7.0,sambuca,0.0,1.0
223248,7.0,sambuca,2.0,1.0
226275,7.0,sambuca,3.0,1.0
233829,7.0,sambuca,9.0,1.0
235570,7.0,sambuca,10.0,1.0
239359,7.0,sambuca,8.0,1.0
245458,7.0,sambuca,1.0,1.0
219922,7.0,sammys,0.0,1.0
242258,7.0,sammys,7.0,1.0
245460,7.0,sammys,1.0,1.0
219924,7.0,sammysnoodleshopgrill,0.0,1.0
223249,7.0,sammysnoodleshopgrill,2.0,1.0
232135,7.0,sammysnoodleshopgrill,4.0,1.0
219925,7.0,sammysroumanian,0.0,1.0
226278,7.0,sammysroumanian,3.0,1.0
239360,7.0,sammysroumanian,8.0,1.0
219928,7.0,sanfranciscodeasis,0.0,1.0
242259,7.0,sanfranciscodeasis,7.0,1.0
219933,7.0,sanmartinrestaurant,0.0,1.0
223252,7.0,sanmartinrestaurant,2.0,1.0
226284,7.0,sanmartinrestaurant,3.0,1.0
232147,7.0,sanmartinrestaurant,4.0,1.0
234767,7.0,sanmartinrestaurant,11.0,1.0
245468,7.0,sanmartinrestaurant,1.0,1.0
219935,7.0,sanctuarytea,0.0,1.0
240760,7.0,sanctuarytea,6.0,1.0
219936,7.0,sandros,0.0,1.0
223253,7.0,sandros,2.0,1.0
226292,7.0,sandros,3.0,1.0
237907,7.0,sandros,5.0,1.0
240761,7.0,sandros,6.0,1.0
245472,7.0,sandros,1.0,1.0
219938,7.0,sandwichplanet,0.0,1.0
223254,7.0,sandwichplanet,2.0,1.0
226293,7.0,sandwichplanet,3.0,1.0
237908,7.0,sandwichplanet,5.0,1.0
245473,7.0,sandwichplanet,1.0,1.0
219942,7.0,sangam,0.0,1.0
223255,7.0,sangam,2.0,1.0
237909,7.0,sangam,5.0,1.0
242263,7.0,sangam,7.0,1.0
219944,7.0,sanmaroo,0.0,1.0
242264,7.0,sanmaroo,7.0,1.0
219945,7.0,sanpanino,0.0,1.0
245478,7.0,sanpanino,1.0,1.0
219947,7.0,santambroeus,0.0,1.0
223256,7.0,santambroeus,2.0,1.0
226296,7.0,santambroeus,3.0,1.0
235574,7.0,santambroeus,10.0,1.0
237912,7.0,santambroeus,5.0,1.0
239363,7.0,santambroeus,8.0,1.0
240764,7.0,santambroeus,6.0,1.0
245480,7.0,santambroeus,1.0,1.0
21047,0.0,santafe,8.0,0.0
219948,7.0,santafe,0.0,1.0
223257,7.0,santafe,2.0,1.0
226298,7.0,santafe,3.0,1.0
245482,7.0,santafe,1.0,1.0
219949,7.0,sanur,0.0,1.0
237913,7.0,sanur,5.0,1.0
219950,7.0,sapphire,0.0,1.0
223259,7.0,sapphire,2.0,1.0
226301,7.0,sapphire,3.0,1.0
233835,7.0,sapphire,9.0,1.0
235575,7.0,sapphire,10.0,1.0
237915,7.0,sapphire,5.0,1.0
239365,7.0,sapphire,8.0,1.0
240766,7.0,sapphire,6.0,1.0
219951,7.0,sapporo,0.0,1.0
223260,7.0,sapporo,2.0,1.0
237916,7.0,sapporo,5.0,1.0
242265,7.0,sapporo,7.0,1.0
245487,7.0,sapporo,1.0,1.0
219952,7.0,sarabeths,0.0,1.0
226304,7.0,sarabeths,3.0,1.0
237920,7.0,sarabeths,5.0,1.0
240768,7.0,sarabeths,6.0,1.0
242269,7.0,sarabeths,7.0,1.0
245491,7.0,sarabeths,1.0,1.0
219953,7.0,sarabethsbakery,0.0,1.0
237922,7.0,sarabethsbakery,5.0,1.0
245493,7.0,sarabethsbakery,1.0,1.0
219954,7.0,sarabethscentralparksouth,0.0,1.0
240769,7.0,sarabethscentralparksouth,6.0,1.0
219956,7.0,sarabethswest,0.0,1.0
232168,7.0,sarabethswest,4.0,1.0
219957,7.0,saravanaas,0.0,1.0
223262,7.0,saravanaas,2.0,1.0
226307,7.0,saravanaas,3.0,1.0
237924,7.0,saravanaas,5.0,1.0
245500,7.0,saravanaas,1.0,1.0
219958,7.0,sardis,0.0,1.0
223263,7.0,sardis,2.0,1.0
226308,7.0,sardis,3.0,1.0
234772,7.0,sardis,11.0,1.0
237925,7.0,sardis,5.0,1.0
239366,7.0,sardis,8.0,1.0
240770,7.0,sardis,6.0,1.0
219959,7.0,sarges,0.0,1.0
242270,7.0,sarges,7.0,1.0
219960,7.0,sariku,0.0,1.0
245502,7.0,sariku,1.0,1.0
219961,7.0,sasabune,0.0,1.0
223265,7.0,sasabune,2.0,1.0
226310,7.0,sasabune,3.0,1.0
240772,7.0,sasabune,6.0,1.0
245503,7.0,sasabune,1.0,1.0
219962,7.0,sassyssliders,0.0,1.0
226311,7.0,sassyssliders,3.0,1.0
232173,7.0,sassyssliders,4.0,1.0
237928,7.0,sassyssliders,5.0,1.0
242271,7.0,sassyssliders,7.0,1.0
245505,7.0,sassyssliders,1.0,1.0
219964,7.0,satsko,0.0,1.0
233836,7.0,satsko,9.0,1.0
235576,7.0,satsko,10.0,1.0
237929,7.0,satsko,5.0,1.0
240773,7.0,satsko,6.0,1.0
245506,7.0,satsko,1.0,1.0
219965,7.0,saucy,0.0,1.0
223267,7.0,saucy,2.0,1.0
235577,7.0,saucy,10.0,1.0
237931,7.0,saucy,5.0,1.0
239368,7.0,saucy,8.0,1.0
240774,7.0,saucy,6.0,1.0
219966,7.0,savann,0.0,1.0
226312,7.0,savann,3.0,1.0
237932,7.0,savann,5.0,1.0
239369,7.0,savann,8.0,1.0
240775,7.0,savann,6.0,1.0
242272,7.0,savann,7.0,1.0
219967,7.0,savarona,0.0,1.0
223268,7.0,savarona,2.0,1.0
242273,7.0,savarona,7.0,1.0
219968,7.0,savorcatering,0.0,1.0
245508,7.0,savorcatering,1.0,1.0
219969,7.0,savore,0.0,1.0
223269,7.0,savore,2.0,1.0
226313,7.0,savore,3.0,1.0
233837,7.0,savore,9.0,1.0
235578,7.0,savore,10.0,1.0
237933,7.0,savore,5.0,1.0
240776,7.0,savore,6.0,1.0
245509,7.0,savore,1.0,1.0
219970,7.0,savorny,0.0,1.0
237934,7.0,savorny,5.0,1.0
245510,7.0,savorny,1.0,1.0
219971,7.0,savoy,0.0,1.0
223270,7.0,savoy,2.0,1.0
226314,7.0,savoy,3.0,1.0
233838,7.0,savoy,9.0,1.0
235579,7.0,savoy,10.0,1.0
237935,7.0,savoy,5.0,1.0
239370,7.0,savoy,8.0,1.0
240777,7.0,savoy,6.0,1.0
245511,7.0,savoy,1.0,1.0
219972,7.0,saycheese,0.0,1.0
245512,7.0,saycheese,1.0,1.0
219974,7.0,scaletta,0.0,1.0
223272,7.0,scaletta,2.0,1.0
239371,7.0,scaletta,8.0,1.0
219975,7.0,scalinatella,0.0,1.0
223273,7.0,scalinatella,2.0,1.0
226316,7.0,scalinatella,3.0,1.0
237938,7.0,scalinatella,5.0,1.0
239372,7.0,scalinatella,8.0,1.0
240778,7.0,scalinatella,6.0,1.0
245514,7.0,scalinatella,1.0,1.0
219976,7.0,scalinifedeli,0.0,1.0
223274,7.0,scalinifedeli,2.0,1.0
226317,7.0,scalinifedeli,3.0,1.0
233841,7.0,scalinifedeli,9.0,1.0
235581,7.0,scalinifedeli,10.0,1.0
237939,7.0,scalinifedeli,5.0,1.0
239373,7.0,scalinifedeli,8.0,1.0
219977,7.0,scarlatto,0.0,1.0
223275,7.0,scarlatto,2.0,1.0
233842,7.0,scarlatto,9.0,1.0
235582,7.0,scarlatto,10.0,1.0
237940,7.0,scarlatto,5.0,1.0
239374,7.0,scarlatto,8.0,1.0
240779,7.0,scarlatto,6.0,1.0
245515,7.0,scarlatto,1.0,1.0
219978,7.0,scarpetta,0.0,1.0
223276,7.0,scarpetta,2.0,1.0
233843,7.0,scarpetta,9.0,1.0
235583,7.0,scarpetta,10.0,1.0
237941,7.0,scarpetta,5.0,1.0
239375,7.0,scarpetta,8.0,1.0
242274,7.0,scarpetta,7.0,1.0
219979,7.0,schillersliquorbar,0.0,1.0
223277,7.0,schillersliquorbar,2.0,1.0
226320,7.0,schillersliquorbar,3.0,1.0
237942,7.0,schillersliquorbar,5.0,1.0
240780,7.0,schillersliquorbar,6.0,1.0
242275,7.0,schillersliquorbar,7.0,1.0
219983,7.0,scottsfoodcourt,0.0,1.0
232196,7.0,scottsfoodcourt,4.0,1.0
219989,7.0,seasonal,0.0,1.0
240782,7.0,seasonal,6.0,1.0
242276,7.0,seasonal,7.0,1.0
219996,7.0,seaworldrestaurant,0.0,1.0
226327,7.0,seaworldrestaurant,3.0,1.0
232206,7.0,seaworldrestaurant,4.0,1.0
219997,7.0,secession,0.0,1.0
223280,7.0,secession,2.0,1.0
233846,7.0,secession,9.0,1.0
235586,7.0,secession,10.0,1.0
237948,7.0,secession,5.0,1.0
219999,7.0,seedathaiii,0.0,1.0
245527,7.0,seedathaiii,1.0,1.0
220000,7.0,selpoivre,0.0,1.0
223281,7.0,selpoivre,2.0,1.0
220001,7.0,selena,0.0,1.0
223282,7.0,selena,2.0,1.0
220002,7.0,senorswankys,0.0,1.0
245531,7.0,senorswankys,1.0,0.0
220003,7.0,seoulstation,0.0,1.0
237952,7.0,seoulstation,5.0,1.0
240784,7.0,seoulstation,6.0,1.0
242278,7.0,seoulstation,7.0,1.0
220004,7.0,seppis,0.0,1.0
223284,7.0,seppis,2.0,1.0
232218,7.0,seppis,4.0,1.0
233847,7.0,seppis,9.0,1.0
234777,7.0,seppis,11.0,1.0
237953,7.0,seppis,5.0,1.0
240785,7.0,seppis,6.0,1.0
245537,7.0,seppis,1.0,1.0
220006,7.0,serafinaatthetime,0.0,1.0
237954,7.0,serafinaatthetime,5.0,1.0
220007,7.0,serafinabroadway,0.0,1.0
223287,7.0,serafinabroadway,2.0,1.0
240786,7.0,serafinabroadway,6.0,1.0
220008,7.0,serafinafabulousgrill,0.0,1.0
226338,7.0,serafinafabulousgrill,3.0,1.0
237955,7.0,serafinafabulousgrill,5.0,1.0
240787,7.0,serafinafabulousgrill,6.0,1.0
220009,7.0,serafinafabulouspizza,0.0,1.0
226339,7.0,serafinafabulouspizza,3.0,1.0
237956,7.0,serafinafabulouspizza,5.0,1.0
240788,7.0,serafinafabulouspizza,6.0,1.0
220010,7.0,serafinalafayette,0.0,1.0
226340,7.0,serafinalafayette,3.0,1.0
240789,7.0,serafinalafayette,6.0,1.0
220012,7.0,serendipity,0.0,1.0
245542,7.0,serendipity,1.0,1.0
220017,7.0,settepani,0.0,1.0
237962,7.0,settepani,5.0,1.0
220018,7.0,seven,0.0,1.0
226348,7.0,seven,3.0,1.0
237963,7.0,seven,5.0,1.0
240794,7.0,seven,6.0,1.0
245547,7.0,seven,1.0,1.0
220020,7.0,sevilla,0.0,1.0
223293,7.0,sevilla,2.0,1.0
240795,7.0,sevilla,6.0,1.0
21066,0.0,sezzmedi,8.0,0.0
220021,7.0,sezzmedi,0.0,1.0
237965,7.0,sezzmedi,5.0,1.0
245551,7.0,sezzmedi,1.0,1.0
220022,7.0,sfoglia,0.0,1.0
223295,7.0,sfoglia,2.0,1.0
226350,7.0,sfoglia,3.0,1.0
239382,7.0,sfoglia,8.0,1.0
240796,7.0,sfoglia,6.0,1.0
220023,7.0,shaburi,0.0,1.0
223296,7.0,shaburi,2.0,1.0
233852,7.0,shaburi,9.0,1.0
237966,7.0,shaburi,5.0,1.0
239383,7.0,shaburi,8.0,1.0
240797,7.0,shaburi,6.0,1.0
245553,7.0,shaburi,1.0,1.0
220024,7.0,shabushabu,0.0,1.0
232232,7.0,shabushabu,4.0,1.0
220025,7.0,shabutatsu,0.0,1.0
223298,7.0,shabutatsu,2.0,1.0
226353,7.0,shabutatsu,3.0,1.0
237968,7.0,shabutatsu,5.0,1.0
245555,7.0,shabutatsu,1.0,1.0
220026,7.0,shadesofgreenpubrestaurant,0.0,1.0
232233,7.0,shadesofgreenpubrestaurant,4.0,1.0
220029,7.0,shakeshack,0.0,1.0
223301,7.0,shakeshack,2.0,1.0
226355,7.0,shakeshack,3.0,1.0
237972,7.0,shakeshack,5.0,1.0
239386,7.0,shakeshack,8.0,1.0
240800,7.0,shakeshack,6.0,1.0
242283,7.0,shakeshack,7.0,1.0
245559,7.0,shakeshack,1.0,1.0
220031,7.0,shalizar,0.0,1.0
223302,7.0,shalizar,2.0,1.0
237973,7.0,shalizar,5.0,1.0
240801,7.0,shalizar,6.0,1.0
245560,7.0,shalizar,1.0,1.0
220033,7.0,shamrat,0.0,1.0
223303,7.0,shamrat,2.0,1.0
220034,7.0,shang,0.0,1.0
223304,7.0,shang,2.0,1.0
233853,7.0,shang,9.0,1.0
235591,7.0,shang,10.0,1.0
237974,7.0,shang,5.0,1.0
240802,7.0,shang,6.0,1.0
242284,7.0,shang,7.0,1.0
220035,7.0,shanghaicafe,0.0,1.0
232241,7.0,shanghaicafe,4.0,1.0
245561,7.0,shanghaicafe,1.0,1.0
220036,7.0,shanghaicuisine,0.0,1.0
223305,7.0,shanghaicuisine,2.0,1.0
226359,7.0,shanghaicuisine,3.0,1.0
232240,7.0,shanghaicuisine,4.0,1.0
237975,7.0,shanghaicuisine,5.0,1.0
242286,7.0,shanghaicuisine,7.0,1.0
245562,7.0,shanghaicuisine,1.0,1.0
220037,7.0,shanghaigarden,0.0,1.0
245563,7.0,shanghaigarden,1.0,1.0
220039,7.0,shanghaimong,0.0,1.0
237976,7.0,shanghaimong,5.0,1.0
240803,7.0,shanghaimong,6.0,1.0
245564,7.0,shanghaimong,1.0,1.0
220040,7.0,shanghaipavilion,0.0,1.0
223306,7.0,shanghaipavilion,2.0,1.0
226360,7.0,shanghaipavilion,3.0,1.0
237977,7.0,shanghaipavilion,5.0,1.0
240804,7.0,shanghaipavilion,6.0,1.0
245565,7.0,shanghaipavilion,1.0,1.0
220043,7.0,sharaku,0.0,1.0
223307,7.0,sharaku,2.0,1.0
237978,7.0,sharaku,5.0,1.0
242287,7.0,sharaku,7.0,1.0
220046,7.0,sheepmeadowcafe,0.0,1.0
223309,7.0,sheepmeadowcafe,2.0,1.0
226365,7.0,sheepmeadowcafe,3.0,1.0
245570,7.0,sheepmeadowcafe,1.0,1.0
220047,7.0,shellystrattorialatradizionale,0.0,1.0
245571,7.0,shellystrattorialatradizionale,1.0,1.0
220050,7.0,shihlee,0.0,1.0
232253,7.0,shihlee,4.0,1.0
245574,7.0,shihlee,1.0,1.0
220052,7.0,shilla,0.0,1.0
237982,7.0,shilla,5.0,1.0
245575,7.0,shilla,1.0,1.0
220053,7.0,shima,0.0,1.0
226371,7.0,shima,3.0,1.0
237983,7.0,shima,5.0,1.0
242289,7.0,shima,7.0,1.0
245576,7.0,shima,1.0,1.0
220054,7.0,shimizu,0.0,1.0
223312,7.0,shimizu,2.0,1.0
237984,7.0,shimizu,5.0,1.0
240807,7.0,shimizu,6.0,1.0
220055,7.0,shinbashi,0.0,1.0
223313,7.0,shinbashi,2.0,1.0
233855,7.0,shinbashi,9.0,1.0
234779,7.0,shinbashi,11.0,1.0
235592,7.0,shinbashi,10.0,1.0
242290,7.0,shinbashi,7.0,1.0
220057,7.0,shiningstar,0.0,1.0
226374,7.0,shiningstar,3.0,1.0
232259,7.0,shiningstar,4.0,1.0
220059,7.0,shipoffools,0.0,1.0
226375,7.0,shipoffools,3.0,1.0
232262,7.0,shipoffools,4.0,1.0
220061,7.0,shopsins,0.0,1.0
223314,7.0,shopsins,2.0,1.0
237986,7.0,shopsins,5.0,1.0
240808,7.0,shopsins,6.0,1.0
245582,7.0,shopsins,1.0,1.0
220063,7.0,shortys,0.0,1.0
223315,7.0,shortys,2.0,1.0
237988,7.0,shortys,5.0,1.0
240809,7.0,shortys,6.0,1.0
220065,7.0,shulassteakhouse,0.0,1.0
234781,7.0,shulassteakhouse,11.0,1.0
239387,7.0,shulassteakhouse,8.0,1.0
245585,7.0,shulassteakhouse,1.0,1.0
220066,7.0,shunlee,0.0,1.0
223318,7.0,shunlee,2.0,1.0
220067,7.0,shunleepalace,0.0,1.0
223319,7.0,shunleepalace,2.0,1.0
226380,7.0,shunleepalace,3.0,1.0
233859,7.0,shunleepalace,9.0,1.0
234783,7.0,shunleepalace,11.0,1.0
235595,7.0,shunleepalace,10.0,1.0
237991,7.0,shunleepalace,5.0,1.0
239389,7.0,shunleepalace,8.0,1.0
240813,7.0,shunleepalace,6.0,1.0
245587,7.0,shunleepalace,1.0,1.0
220070,7.0,siaminntoo,0.0,1.0
234785,7.0,siaminntoo,11.0,1.0
220071,7.0,sidebar,0.0,1.0
232277,7.0,sidebar,4.0,1.0
220072,7.0,sidecaratpjclarkes,0.0,1.0
233862,7.0,sidecaratpjclarkes,9.0,1.0
235597,7.0,sidecaratpjclarkes,10.0,1.0
240816,7.0,sidecaratpjclarkes,6.0,1.0
220075,7.0,sido,0.0,1.0
226389,7.0,sido,3.0,1.0
52966,1.0,sigiri,5.0,0.0
220078,7.0,sigiri,0.0,1.0
223323,7.0,sigiri,2.0,1.0
226392,7.0,sigiri,3.0,1.0
240817,7.0,sigiri,6.0,1.0
242291,7.0,sigiri,7.0,1.0
245595,7.0,sigiri,1.0,1.0
220079,7.0,silkroadpalace,0.0,1.0
226393,7.0,silkroadpalace,3.0,1.0
245596,7.0,silkroadpalace,1.0,1.0
220085,7.0,silverspurs,0.0,1.0
223325,7.0,silverspurs,2.0,1.0
242293,7.0,silverspurs,7.0,1.0
245598,7.0,silverspurs,1.0,1.0
220086,7.0,silverstar,0.0,1.0
223326,7.0,silverstar,2.0,1.0
220088,7.0,silverleaftavern,0.0,1.0
234786,7.0,silverleaftavern,11.0,1.0
237997,7.0,silverleaftavern,5.0,1.0
240818,7.0,silverleaftavern,6.0,1.0
220092,7.0,simplypasta,0.0,1.0
223328,7.0,simplypasta,2.0,1.0
232298,7.0,simplypasta,4.0,1.0
245600,7.0,simplypasta,1.0,1.0
220097,7.0,singaporecafe,0.0,1.0
237999,7.0,singaporecafe,5.0,1.0
245603,7.0,singaporecafe,1.0,1.0
220101,7.0,sipsak,0.0,1.0
223329,7.0,sipsak,2.0,1.0
226402,7.0,sipsak,3.0,1.0
238002,7.0,sipsak,5.0,1.0
239391,7.0,sipsak,8.0,1.0
240821,7.0,sipsak,6.0,1.0
220102,7.0,sirtaj,0.0,1.0
238003,7.0,sirtaj,5.0,1.0
242297,7.0,sirtaj,7.0,1.0
245607,7.0,sirtaj,1.0,1.0
220104,7.0,sitar,0.0,1.0
223332,7.0,sitar,2.0,1.0
238006,7.0,sitar,5.0,1.0
220111,7.0,skylightdiner,0.0,1.0
223333,7.0,skylightdiner,2.0,1.0
226407,7.0,skylightdiner,3.0,1.0
238008,7.0,skylightdiner,5.0,1.0
242298,7.0,skylightdiner,7.0,1.0
245613,7.0,skylightdiner,1.0,1.0
220114,7.0,slane,0.0,1.0
239392,7.0,slane,8.0,1.0
220115,7.0,slateplus,0.0,1.0
233865,7.0,slateplus,9.0,1.0
235599,7.0,slateplus,10.0,1.0
220116,7.0,slatterysmidtownpub,0.0,1.0
232314,7.0,slatterysmidtownpub,4.0,1.0
233866,7.0,slatterysmidtownpub,9.0,1.0
220117,7.0,slicetheperfectfood,0.0,1.0
223334,7.0,slicetheperfectfood,2.0,1.0
220118,7.0,slurp,0.0,1.0
232316,7.0,slurp,4.0,1.0
240824,7.0,slurp,6.0,1.0
242300,7.0,slurp,7.0,1.0
220119,7.0,smac,0.0,1.0
223216,7.0,smac,2.0,1.0
237875,7.0,smac,5.0,1.0
240825,7.0,smac,6.0,1.0
242301,7.0,smac,7.0,1.0
245424,7.0,smac,1.0,1.0
220121,7.0,smilers,0.0,1.0
245619,7.0,smilers,1.0,1.0
220122,7.0,smithmills,0.0,1.0
223335,7.0,smithmills,2.0,1.0
238010,7.0,smithmills,5.0,1.0
220123,7.0,smithwollensky,0.0,1.0
223336,7.0,smithwollensky,2.0,1.0
234787,7.0,smithwollensky,11.0,1.0
238011,7.0,smithwollensky,5.0,1.0
239393,7.0,smithwollensky,8.0,1.0
220124,7.0,smiths,0.0,1.0
223337,7.0,smiths,2.0,1.0
238012,7.0,smiths,5.0,1.0
240827,7.0,smiths,6.0,1.0
242302,7.0,smiths,7.0,1.0
245620,7.0,smiths,1.0,1.0
192405,6.0,smokinq,2.0,0.0
220127,7.0,smokinq,0.0,0.0
238014,7.0,smokinq,5.0,1.0
240828,7.0,smokinq,6.0,0.0
242303,7.0,smokinq,7.0,1.0
220132,7.0,smorgaschef,0.0,1.0
223338,7.0,smorgaschef,2.0,1.0
238016,7.0,smorgaschef,5.0,1.0
239394,7.0,smorgaschef,8.0,1.0
240830,7.0,smorgaschef,6.0,1.0
242304,7.0,smorgaschef,7.0,1.0
245621,7.0,smorgaschef,1.0,1.0
220133,7.0,snack,0.0,1.0
223339,7.0,snack,2.0,1.0
226410,7.0,snack,3.0,1.0
238017,7.0,snack,5.0,1.0
239395,7.0,snack,8.0,1.0
240831,7.0,snack,6.0,1.0
245622,7.0,snack,1.0,1.0
220134,7.0,snackdragontacoshack,0.0,1.0
223340,7.0,snackdragontacoshack,2.0,1.0
220135,7.0,snacktaverna,0.0,1.0
223341,7.0,snacktaverna,2.0,1.0
226412,7.0,snacktaverna,3.0,1.0
238018,7.0,snacktaverna,5.0,1.0
239396,7.0,snacktaverna,8.0,1.0
240832,7.0,snacktaverna,6.0,1.0
245623,7.0,snacktaverna,1.0,1.0
220137,7.0,snaks,0.0,1.0
223342,7.0,snaks,2.0,1.0
220138,7.0,snice,0.0,1.0
223343,7.0,snice,2.0,1.0
235737,7.0,snice,5.0,1.0
240834,7.0,snice,6.0,1.0
245625,7.0,snice,1.0,1.0
220140,7.0,sobanippon,0.0,1.0
223344,7.0,sobanippon,2.0,1.0
226414,7.0,sobanippon,3.0,1.0
245626,7.0,sobanippon,1.0,1.0
220141,7.0,sobatotto,0.0,1.0
223345,7.0,sobatotto,2.0,1.0
238019,7.0,sobatotto,5.0,1.0
240835,7.0,sobatotto,6.0,1.0
242305,7.0,sobatotto,7.0,1.0
220142,7.0,sobakoh,0.0,1.0
223346,7.0,sobakoh,2.0,1.0
226415,7.0,sobakoh,3.0,1.0
238020,7.0,sobakoh,5.0,1.0
240836,7.0,sobakoh,6.0,1.0
245627,7.0,sobakoh,1.0,1.0
220143,7.0,sobaya,0.0,1.0
223347,7.0,sobaya,2.0,1.0
226416,7.0,sobaya,3.0,1.0
232321,7.0,sobaya,4.0,1.0
238021,7.0,sobaya,5.0,1.0
239397,7.0,sobaya,8.0,1.0
240837,7.0,sobaya,6.0,1.0
242306,7.0,sobaya,7.0,1.0
245628,7.0,sobaya,1.0,1.0
220144,7.0,socarratpaellabar,0.0,1.0
223348,7.0,socarratpaellabar,2.0,1.0
238022,7.0,socarratpaellabar,5.0,1.0
240838,7.0,socarratpaellabar,6.0,1.0
245630,7.0,socarratpaellabar,1.0,1.0
220150,7.0,sofrito,0.0,1.0
223350,7.0,sofrito,2.0,1.0
238023,7.0,sofrito,5.0,1.0
239398,7.0,sofrito,8.0,1.0
240840,7.0,sofrito,6.0,1.0
245635,7.0,sofrito,1.0,1.0
220151,7.0,sohomadesoups,0.0,1.0
232330,7.0,sohomadesoups,4.0,1.0
245637,7.0,sohomadesoups,1.0,1.0
220152,7.0,sohopark,0.0,1.0
238025,7.0,sohopark,5.0,1.0
245639,7.0,sohopark,1.0,1.0
220155,7.0,sokhnarestaurant,0.0,1.0
223352,7.0,sokhnarestaurant,2.0,1.0
220156,7.0,solysombra,0.0,1.0
232331,7.0,solysombra,4.0,1.0
233875,7.0,solysombra,9.0,1.0
239399,7.0,solysombra,8.0,1.0
245646,7.0,solysombra,1.0,1.0
7937,0.0,solace,2.0,0.0
96767,3.0,solace,0.0,0.0
